id,t-search,t-entry,e-entry,t-cat,t-syn,t-sample,t-ant,t-def,e-related,t-num,notes
27915,ชัยภูมิ,ชัยภูมิ,Chaiyaphum,N,จังหวัดชัยภูมิ,เขาประกาศว่า คราวหน้าเขาจะลงสมัครที่ชัยภูมิแน่นอน,,,,,
27916,ชั่ว,ชั่ว 1,badly,ADV,"เลว, เลวทราม, ชั่วช้า",หากทำดีก็ไปเกิดที่ดี ทำชั่วก็ไปเกิดที่ชั่ว,ดี,,evilly; wickedly; vilely; viciously,,
27917,ชั่ว,ชั่ว 1,bad,ADJ,"เลว, เลวทราม, ชั่วช้า, ร้าย",เขาได้ขึ้นชื่อว่าเป็นคนชั่ว เพราะมักทำให้คนอื่นเดือดร้อนอยู่เสมอ,ดี,,evil; wicked; vile; vicious,,
27918,ชั้ว,ชั้ว 1,shelf,N,,พ่อทำชั้วใหม่อีก 2 ลูก,,ที่สำหรับวางตั้งของ รูปคล้ายตู้ แต่ใช้กระดานข้างตลอดเป็นเชิง,cabinet,"ใบ, ลูก, หลัง",
27919,ชั่ว,ชั่ว 2,throughout,PREP,"ตลอด, สิ้น",นักการทำงานมาเกือบชั่วชีวิต แต่เก็บเงินได้ไม่ถึงแสนบาท,,,during; in every part of,,
27920,ชั้ว,ชั้ว 2,a method of making a gamble on fantan game,N,,,,วิธีแทงโปวิธีหนึ่ง ถ้าลูกค้าแทงชั้วไว้ 1 ประตู และขาย 1 ประตู โปออกประตูที่ลูกค้าแทงชั้วไว้ เจ้ามือใช้ 1 ต่อ ถ้าออกประตูที่ลูกค้าขาย เจ้ามือกิน ถ้าออกประตูอื่นนอกจากนั้น ไม่ได้ไม่เสีย,,,
27921,ชั่วกาลนาน,ชั่วกาลนาน,eternally,ADV,"ทนทาน, อยู่ยืด, เก่าแก่, ถาวร",เราไม่สามารถเบียดเบียนทรัพยากรได้ตลอดชั่วกาลนาน,,,endlessly,,
27922,ชั่วขณะ,ชั่วขณะ,for a moment,ADV,"ชั่วครู่, ชั่วคราว, ชั่วประเดี๋ยว, ครู่เดียว",เธอตกใจกลัว จนรู้สึกเหมือนว่าได้หยุดหายใจไปชั่วขณะ,,ช่วงเวลาสั้นๆ,for a time; for a while; temporarily,,
27923,ชั่วคน,ชั่วคน,generation,N,,หม่อมราชวงศ์คึกฤทธิ์ ปราโมชมีชีวิตมาหลายชั่วคนแล้ว,,ช่วงเวลาประมาณชั่วอายุขัย,,,
27924,ชั่วครั้งคราว,ชั่วครั้งคราว,sometimes,ADV,"ชั่วครั้งชั่วคราว, เป็นครั้งคราว",เหล้าเถื่อนเป็นสิ่งเสริมความสุขอย่างง่ายๆ ของชาวบ้านชั่วครั้งคราว,"บ่อย, ถี่, เสมอ",,occasionally; periodically; at times,,
27925,ชั่วครั้งชั่วคราว,ชั่วครั้งชั่วคราว,occasionally,ADV,"ชั่วครั้งชั่วคราว, เป็นครั้งคราว, ชั่วครั้งคราว",ฉันไปพักที่บ้านต่างจังหวัดชั่วครั้งชั่วคราวเท่านั้น,"บ่อย, ถี่, เสมอ",,"sometimes; at times, periodically",,
27926,ชั่วคราว,ชั่วคราว,temporarily,ADV,"ไม่ยืนยาว, ไม่ถาวร, ไม่ยั่งยืน, ชั่วครั้งชั่วคราว",นักศึกษาเช่าหอพักอาศัยของเอกชนชั่วคราว ก่อนที่จะย้ายเข้าไปหอพักในมหาวิทยาลัย,"ถาวร, คงทน, ยืนยาว, ยั่งยืน, จีรัง",,for a time; for a while,,
27927,ชั่วครู่,ชั่วครู่,for a while,ADV,"สักครู่, ชั่วประเดี๋ยว, ชั่วขณะ, ประเดี๋ยว, เดี๋ยวเดียว, ครู่เดียว",อากาศในห้องเย็นมาก เขาเดินเข้าไปได้ชั่วครู่ก็รู้สึกหนาวแล้ว,นาน,,for a moment; for a time; for a little while; temporarily,,
27928,ชั่วครู่ชั่วยาม,ชั่วครู่ชั่วยาม,for a moment,ADV,"ชั่วคราว, ชั่วประเดี๋ยวประด๋าว, ชั่วเวลาหนึ่ง, ชั่วระยะเวลาอันสั้น",ถ้าใครทำผิด จะถูกกล่าวขวัญอยู่เพียงชั่วครู่ชั่วยาม แล้วก็จะค่อยๆ ลืมไปในที่สุด,นาน,,for a short time; for a while; for a little while; temporarily,,
27929,ชั่วช้า,ชั่วช้า,be wicked,V,"เลวทราม, ชั่วร้าย, ร้าย, ต่ำช้า",หญิงโสเภณีเป็นหญิงที่โลกประณามว่าชั่วช้าสารเลวไม่น่าคบ,ดี,,be atrocious; be nefarious; be vicious; be vile,,
27930,ชั่วช้า,ชั่วช้า,wicked,ADJ,"เลวทราม, ชั่วร้าย, ร้าย, ต่ำช้า",มันเป็นแผนการที่ชั่วช้าที่สุด,ดี,,atrocious; nefarious; vicious; vile,,
27931,ชั่วชีวิต,ชั่วชีวิต,lifetime,N,"ตลอดชีวิต, ตลอดชีพ, ตลอดกาล",ชั่วชีวิตของคนๆ หนึ่งจะมีอายุเฉลี่ยประมาณ 60-70 ปี,,,all one's life; one's whole life; throughout one's life,,
27932,ชั่วแต่ว่า,ชั่วแต่ว่า,unless,CONJ,"เพียงแต่ว่า, เสียแต่ว่า",เขาเป็นคนมีเงิน ชั่วแต่ว่าเขาไม่รู้จักใช้เงิน,,,but,,
27933,ชั่วนาตาปี,ชั่วนาตาปี,endlessly,ADV,"ตลอดปี, ชั่วกัลปาวสาน, ตลอดไป, ชั่วฟ้าดินสลาย",ลมพัดอยู่ชั่วนาตาปี,"ประเดี๋ยวเดียว, ชั่วประเดี๋ยว",,always; for years,,
27934,ชั่วฟ้าดินสลาย,ชั่วฟ้าดินสลาย,forever,ADV,"ตลอดกาล, ชั่วกัลปาวสาน, ชั่วนิรันดร์, ชั่วนิจนิรันดร์, ชั่วกาลนาน",ผมจะรักเธอชั่วฟ้าดินสลาย,,ตราบเท่าฟ้าดินแตกทลาย,till doomsday; eternally,,
27935,ชั่วโมง,ชั่วโมง,hour,CLAS,,การเดินทางจากกรุงเทพฯ ไปขอนแก่นโดยรถโดยสารประจำทาง ใช้เวลาประมาณ 7 ชั่วโมง,,ชั่วระยะเวลา 60 นาที,,,
